t matrices
 all 2895:1696388
 all 2896:1699536
 all 2897:1744769
 all 2898:1744853
 all 2899:1741750
 all 2900:1734123
 all 2901:1734252
 all 2902:1738218
 all 2903:1723748
 all 2904:1723890
 all 2905:1723851
 all 2906:1707858
 all 2907:1713320
 all 2908:1699648
 all 2909:1697435
 all 2910:1747687
 all 2911:1750025
 all 2912:1745848
 all 2913:1738555
 all 2914:1734768
 all 2915:1737464
 all 2916:1737995
 all 2917:1727572
 all 2918:1721633
 all 2919:1724727
 all 2920:1727140
 all 2921:1708266
 all 2922:1713760
 all 2923:1714035
 all 2924:1702917
 all 2925:1697850
 all 2926:1698166
 all 2927:1633674
 all 2928:1634238
 all 2929:1635197
 all 2930:1665271
 all 2931:1666086
 all 2932:1661346
 all 2933:1661825
 all 2934:1672129
 all 2935:1672753
 all 2936:1701806
 all 2937:1689807
 all 2938:1690173
 all 2939:1700535
 all 2940:1703466
 all 2941:1690696
 all 2942:1690774
 all 2943:1704325
 all 2944:1704434
 all 2945:1728176
 all 2946:1719014
 all 2947:1722526
 all 2948:1734676
 all 2949:1730350
 all 2950:1740305
 all 2951:2010022
 all 2952:2006712
 all 2953:2028632
 all 2954:2029826
 all 2955:2013941
 all 2956:2035689
 all 2957:2035344
 all 2958:2036543
 all 2959:2048905
 all 2960:2048928
 all 2961:2043910
 all 2962:2059542
 all 2963:2055178
 all 2964:2054804
 all 2965:2035177
 all 2966:2043627
 all 2967:2056846
 all 2968:2056877
 all 2969:2067642
 all 2970:2067800
 all 2971:2078283
 all 2972:2078391
 all 2973:2071291
 all 2974:2106337
 all 2975:2099406
 all 2976:1823933
 all 2977:1817737
 all 2978:1818998
 all 2979:1858351
 all 2980:1858593
 all 2981:1845667
 all 2982:1850950
 all 2983:1869156
 all 2984:1861667
 all 2985:1887888
 all 2986:1887916
 all 2987:1887945
 all 2988:1919641
 all 2989:1909022
 all 2990:1914226
 all 2991:1909137
 all 2992:1918359
 all 2993:1917837
 all 2994:1919704
 all 2995:1930910
 all 2996:1930248
 all 2997:1932744
 all 2998:1911308
 all 2999:1909168
 all 3000:1930242
 all 3001:1934048
 all 3002:1955801
 all 3003:1949472
 all 3004:1939229
 all 3005:1937319
 all 3006:1943674
 all 3007:1952018
 all 3008:1949159
 all 3009:1953043
 all 3010:1960746
 all 3011:1962246
 all 3012:1962417
 all 3013:1975398
 all 3014:1979156
 all 3015:1977635
 all 3016:1987459
 all 3017:1990772
 all 3018:1973945
 all 3019:1974922
 all 3020:1993151
 all 3021:1990839
 all 3022:1580078
 all 3023:1585666
 all 3024:1585755
 all 3025:1589013
 all 3026:1579618
 all 3027:1597754
 all 3028:1599136
 all 3029:1601137
 all 3030:1602215
 all 3031:1595792
 all 3032:1598753
 all 3033:1601485
 all 3034:1606726
 all 3035:1609207
 all 3036:1607082
 all 3037:1616917
 all 3038:1614790
 all 3039:1621788
 all 3040:1599807
 all 3041:1595682
 all 3042:1610666
 all 3043:1611666
 all 3044:1631033
 all 3045:1631907
 all 3046:1631945
 all 3047:1629686
 all 3048:1642795
 all 3049:1644447
 all 3050:1627813
 all 3051:1627060
 all 3052:1627479
 all 3053:1637722
 all 3054:1637755
 all 3055:1637878
 all 3056:1648261
 all 3057:1648507
 all 3058:1648776
 all 3059:1622634
 all 3060:1625578
 all 3061:1643643
 all 3062:1649064
 all 3063:1636018
 all 3064:1636312
 all 3065:1644278
 all 3066:1644641
 all 3067:1669534
 all 3068:1659083
 all 3069:1659495
 all 3070:1675165
 all 3071:1679035
 all 3072:1670486
 all 3073:1671011
 all 3074:1622549
 all 3075:1643551
 all 3076:1622588
 all 3077:1622568
 all 3078:1622649
 all 3079:1630614
 all 3080:1633317
 all 3081:1633163
 all 3082:1643749
 all 3083:1648840
 all 3084:1643794
 all 3085:1643615
 all 3086:1623041
 all 3087:1659791
 all 3088:1668841
 all 3089:1665057
 all 3090:1665044
 all 3091:1665088
 all 3092:1686492
 all 3093:1686556
 all 3094:1689960
 all 3095:1700899
 all 3096:1698418
 all 3097:1698496
 all 3098:1707757
 all 3099:1707766
 all 3100:1707890
 all 3101:1699807
 all 3102:1680926
 all 3103:1688638
 all 3104:1687342
 all 3105:1699454
 all 3106:1697879
 all 3107:1696725
 all 3108:1707307
 all 3109:1707840
 all 3110:1707529
 all 3111:1686315
 all 3112:1686441
 all 3113:1707560
 all 3114:1698920
 all 3115:1690424
 all 3116:1686219
 all 3117:1698144
 all 3118:1712726
 all 3119:1728975
 all 3120:1728893
 all 3121:1728329
 all 3122:1718198
 all 3123:1728708
 all 3124:1739157
 all 3125:1727623
 all 3126:1734043
 all 3127:1768909
 all 3128:1760450
 all 3129:1760643
 all 3130:1755273
 all 3131:1755215
 all 3132:1755322
 all 3133:1771316
 all 3134:1770262
 all 3135:1781319
 all 3136:1781615
 all 3137:1797024
 all 3138:1797452
 all 3139:1796888
 all 3140:1791805
 all 3141:1799970
 all 3142:1783551
 all 3143:1782388
 all 3144:1797770
 all 3145:1800361
 all 3146:1828727
 all 3147:1825608
 all 3148:1855901
 all 3149:1856044
 all 3150:1882419
 all 3151:1887668
 all 3152:1911149
 all 3153:1913835
 all 3154:1908416
 all 3155:1920789
 all 3156:1921784
 all 3157:1919340
 all 3158:1929911
 all 3159:1929873
 all 3160:1929988
 all 3161:1919394
 all 3162:1945907
 all 3163:1946084
 all 3164:1980327
 all 3165:1966753
 all 3166:1993008
 all 3167:1982791
 all 3168:1980169
 all 3169:2038978
 all 3170:2024931
 all 3171:2028528
 all 3172:2039264
 all 3173:2045688
 all 3174:2061667
 all 3175:2058555
 all 3176:2068196
 all 3177:2080879
 all 3178:2065361
 all 3179:2081573
 all 3180:2096729
 all 3181:2103441
 all 3182:2103554
 all 3183:2099375
 all 3184:2115291
 all 3185:2118197
 all 3186:2003728
 all 3187:2004480
 all 3188:2004228
 all 3189:2010147
 all 3190:2014345
 all 3191:2012458
 all 3192:2027346
 all 3193:2024775
 all 3194:2025062
 all 3195:2003803
 all 3196:2003793
 all 3197:2003853
 all 3198:2014377
 all 3199:2014180
 all 3200:2014440
 all 3201:2024857
 all 3202:2024890
 all 3203:2029158
 all 3204:2032652
 all 3205:2035488
 all 3206:2035512
 all 3207:2044880
 all 3208:2046064
 all 3209:2044737
 all 3210:2053981
 all 3211:2058322
 all 3212:2058353
 all 3213:2035396
 all 3214:2035510
 all 3215:2035537
 all 3216:2047182
 all 3217:2046232
 all 3218:2048717
 all 3219:2059203
 all 3220:2059224
 all 3221:2059317
 all 3222:2064807
 all 3223:2065818
 all 3224:2093231
 all 3225:2088146
 all 3226:2067325
 all 3227:2067362
 all 3228:2067747
 all 3229:2076889
 all 3230:2076661
 all 3231:2077970
 all 3232:2093247
 all 3233:2086040
 all 3234:2087355
 all 3235:2108194
 all 3236:2101234
 all 3237:2116850
 all 3238:2117296
 all 3239:2103285
 all 3240:2099080
 all 3241:2099339
 all 3242:2109657
 all 3243:2109774
 all 3244:2109731
 all 3245:2115278
 all 3246:2122378
 all 3247:2119308
 all 3248:1669706
 all 3249:1659023
 all 3250:1658485
 all 3251:1690859
 all 3252:1685069
 all 3253:1685146
 all 3254:1697156
 all 3255:1697200
 all 3256:1674511
 all 3257:1678609
 all 3258:1684916
 all 3259:1685206
 all 3260:1685777
 all 3261:1700925
 all 3262:1700941
 all 3263:1699835
 all 3264:1711949
 all 3265:1714564
 all 3266:1722504
 all 3267:1722450
 all 3268:1732998
 all 3269:1733139
 all 3270:1711597
 all 3271:1714214
 all 3272:1709158
 all 3273:1722174
 all 3274:1724815
 all 3275:1724876
 all 3276:1732400
 all 3277:1732975
 all 3278:1733114
 all 3279:1715531
 all 3280:1711590
 all 3281:1711658
 all 3282:1722208
 all 3283:1717030
 all 3284:1721498
 all 3285:1732716
 all 3286:1732671
 all 3287:1732876
 all 3288:1743666
 all 3289:1743769
 all 3290:1755262
 all 3291:1753695
 all 3292:1765957
 all 3293:1764886
 all 3294:1744600
 all 3295:1743506
 all 3296:1743501
 all 3297:1756492
 all 3298:1756533
 all 3299:1756041
 all 3300:1767122
 all 3301:1764754
 all 3302:1764788
 all 3303:1743308
 all 3304:1740282
 all 3305:1744675
 all 3306:1753892
 all 3307:1753901
 all 3308:1752736
 all 3309:1764501
 all 3310:1764467
 all 3311:1764495
 all 3312:1775629
 all 3313:1775479
 all 3314:1785550
 all 3315:1786159
 all 3316:1797270
 all 3317:1796889
 all 3318:1775245
 all 3319:1775441
 all 3320:1772836
 all 3321:1788415
 all 3322:1786044
 all 3323:1788757
 all 3324:1796538
 all 3325:1796981
 all 3326:1797028
 all 3327:1775186
 all 3328:1775291
 all 3329:1775298
 all 3330:1783478
 all 3331:1786937
 all 3332:1785896
 all 3333:1796375
 all 3334:1796361
 all 3335:1796426
 all 3336:1804257
 all 3337:1806391
 all 3338:1806531
 all 3339:1806387
 all 3340:1808546
 all 3341:1808485
 all 3342:1818004
 all 3343:1818137
 all 3344:1828090
 all 3345:1697444
 all 3346:1696961
 all 3347:1729905
 all 3348:1723593
 all 3349:1756648
 all 3350:1756350
 all 3351:1761027
 all 3352:1750250
 all 3353:1789046
 all 3354:1781609
 all 3355:1785340
 all 3356:1798920
 all 3357:1790877
 all 3358:1780993
 all 3359:1781285
 all 3360:1797318
 all 3361:1795090
 all 3362:1778467
 all 3363:1779852
 all 3364:1796017
 all 3365:1794881
 all 3366:1812326
 all 3367:1812063
 all 3368:1812178
 all 3369:1829676
 all 3370:1828274
 all 3371:1810949
 all 3372:1808686
 all 3373:1806921
 all 3374:1816964
 all 3375:1821414
 all 3376:1813981
 all 3377:1833000
 all 3378:1832486
 all 3379:1831898
 all 3380:1808395
 all 3381:1808184
 all 3382:1803711
 all 3383:1818773
 all 3384:1818898
 all 3385:1817634
 all 3386:1829359
 all 3387:1831851
 all 3388:1826580
 all 3389:1841768
 all 3390:1857433
 all 3391:1851525
 all 3392:1845231
 all 3393:1845438
 all 3394:1856107
 all 3395:1856168
 all 3396:1840146
 all 3397:1840407
 all 3398:1836596
 all 3399:1845945
 all 3400:1851859
 all 3401:1675571
 all 3402:1691417
 all 3403:1686199
 all 3404:1696966
 all 3405:1697019
 all 3406:1696445
 all 3407:1685468
 all 3408:1697193
 all 3409:1717892
 all 3410:1723431
 all 3411:1739024
 all 3412:1723623
 all 3413:1709884
 all 3414:1715378
 all 3415:1733595
 all 3416:1738905
 all 3417:1714738
 all 3418:1733192
 all 3419:1748370
 all 3420:1743552
 all 3421:1740985
 all 3422:1755042
 all 3423:1755193
 all 3424:1750201
 all 3425:1765583
 all 3426:1764472
 all 3427:1765723
 all 3428:1738801
 all 3429:1742813
 all 3430:1746695
 all 3431:1751976
 all 3432:1756132
 all 3433:1755301
 all 3434:1763615
 all 3435:1767851
 all 3436:1765381
 all 3437:1751609
 all 3438:1767415
 all 3439:1781063
 all 3440:1775952
 all 3441:1794313
 all 3442:1800003
 all 3443:1775716
 all 3444:1775835
 all 3445:1775940
 all 3446:1785036
 all 3447:1786382
 all 3448:1786506
 all 3449:1798499
 all 3450:1794379
 all 3451:1796841
 all 3452:1775555
 all 3453:1775647
 all 3454:1786030
 all 3455:1786249
 all 3456:1796292
 all 3457:1797822
 all 3458:1807844
 all 3459:1807914
 all 3460:1822581
 all 3461:1828748
 all 3462:1810192
 all 3463:1805564
 all 3464:1806164
 all 3465:1812996
 all 3466:1815200
 all 3467:1805816
 all 3468:2132145
 all 3469:2128408
 all 3470:2143066
 all 3471:2150684
 all 3472:2128832
 all 3473:2128660
 all 3474:2127305
 all 3475:2139909
 all 3476:2141634
 all 3477:2135522
 all 3478:2149822
 all 3479:2149630
 all 3480:2149797
 all 3481:2133591
 all 3482:2130636
 all 3483:2149437
 all 3484:2149663
 all 3485:2127981
 all 3486:2125791
 all 3487:2128198
 all 3488:2138492
 all 3489:2143928
 all 3490:2141010
 all 3491:2149336
 all 3492:2149473
 all 3493:2149364
 all 3494:2127839
 all 3495:2139677
 all 3496:2149184
 all 3497:2154775
 all 3498:2154827
 all 3499:2165737
 all 3500:2172258
 all 3501:2157448
 all 3502:2157530
 all 3503:2157770
 all 3504:2170499
 all 3505:2170635
 all 3506:2170824
 all 3507:2181104
 all 3508:2181337
 all 3509:2176265
 all 3510:2161068
 all 3511:2170266
 all 3512:2181100
 all 3513:2165374
 all 3514:2165442
 all 3515:2175849
 all 3516:2181069
 all 3517:2190730
 all 3518:2190150
 all 3519:2191602
 all 3520:2199450
 all 3521:2201383
 all 3522:2200756
 all 3523:2215356
 all 3524:2213748
 all 3525:2212691
 all 3526:2193244
 all 3527:2193543
 all 3528:2209086
 all 3529:2212902
 all 3530:2190944
 all 3531:2192874
 all 3532:2213040
 all 3533:2208311
 all 3534:2191688
 all 3535:2191906
 all 3536:2192084
 all 3537:2204848
 all 3538:2204881
 all 3539:2205388
 all 3540:2211944
 all 3541:2211265
 all 3542:2211546
 all 3543:2191796
 all 3544:2202430
 all 3545:2202715
 all 3546:2213750
 all 3547:2210050
 all 3548:2223362
 all 3549:2223431
 all 3550:2238051
 all 3551:2244553
 all 3552:2223702
 all 3553:2223895
 all 3554:2239639
 all 3555:2239671
 all 3556:2229226
 all 3557:2226476
 all 3558:2239933
 all 3559:2239946
 all 3560:2224409
 all 3561:2222762
 all 3562:2239588
 all 3563:2239871
 all 3564:2223523
 all 3565:2223789
 all 3566:2231569
 all 3567:2234119
 all 3568:2240166
 all 3569:2136572
 all 3570:2136088
 all 3571:2128453
 all 3572:2147596
 all 3573:2151886
 all 3574:2130826
 all 3575:2132112
 all 3576:2145951
 all 3577:2141538
 all 3578:2130751
 all 3579:2130778
 all 3580:2146510
 all 3581:2143119
 all 3582:2168303
 all 3583:2166031
 all 3584:2180325
 all 3585:2174856
 all 3586:2155040
 all 3587:2160234
 all 3588:2160320
 all 3589:2172574
 all 3590:2171335
 all 3591:2168327
 all 3592:2176083
 all 3593:2181970
 all 3594:2181086
 all 3595:2161419
 all 3596:2156475
 all 3597:2156900
 all 3598:2168864
 all 3599:2168729
 all 3600:2168420
 all 3601:2181346
 all 3602:2182619
 all 3603:2177241
 all 3604:2159911
 all 3605:2158759
 all 3606:2180962
 all 3607:2181083
 all 3608:2203810
 all 3609:2196965
 all 3610:2197139
 all 3611:2210203
 all 3612:2209519
 all 3613:2194479
 all 3614:2194592
 all 3615:2213558
 all 3616:2207069
 all 3617:2202463
 all 3618:2218153
 all 3619:2218257
 all 3620:2227920
 all 3621:2233883
 all 3622:2234149
 all 3623:2236531
 all 3624:2245076
 all 3625:2244253
 all 3626:2245546
 all 3627:2233995
 all 3628:2231564
 all 3629:2226422
 all 3630:2225110
 all 3631:2239744
 all 3632:2244066
